concurrency,output_throughput,mean_ttft_ms,p99_ttft_ms,mean_tpot_ms,p99_tpot_ms
1,102.32414503287673,62.64412432909011,72.41837859153749,9.351771188767877,9.488520156445466
2,187.1730400133895,31.427595391869545,43.11976283788687,10.516825409855427,10.710028148307574
4,361.6189235338785,39.96323511004448,54.15700800716877,10.80824316955927,10.928994017088508
8,678.3597508124484,48.94898250699043,72.8074984997511,11.025116884802268,11.320070190223182
16,1205.9019223977125,72.67046093940735,116.23904146254063,11.534449157165728,11.691013915449615
